gene_id	C2UT01.1	C3UT02.1	C3UT02.2	C4UT03.1	C4UT03.2	C6TR01.1	C6TR01.2	C7TR02.1	C7TR02.2	C8TR03.1	C8TR03.2
DENND11	0	0	0	0	0	0	0	0	0	0	0
WEE2-AS1	0	0	0	0	0	0	0	0	0	0	0
WEE2	0	0	0	0	0	0	0	0	0	0	0
SSBP1	507	83	234	82	305	71	351	81	364	93	343
TAS2R3	2	0	4	0	0	1	2	2	0	3	1
TAS2R4	5	3	13	4	23	4	16	0	14	9	10
TAS2R5	14	5	18	4	15	3	5	3	9	3	11
PRSS37	0	0	0	0	0	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0	0	0	0	0	0
CLEC5A	0	0	0	1	0	0	0	2	0	0	0
LOC124901761	0	0	0	0	0	0	0	0	0	0	0
TAS2R38	14	1	7	1	13	2	9	0	3	1	13
MGAM	171	23	118	35	108	29	156	35	131	28	163
MGAM2	0	0	0	0	0	0	0	0	0	0	0
MOXD2P	0	0	0	0	0	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0	0	0	0	0	0
PRSS59P	0	0	0	0	0	0	0	0	0	0	0
LOC105375539	0	0	0	0	0	0	0	0	0	0	0
LOC107986855	0	0	0	0	0	0	0	0	0	0	0
MIR11400	0	0	0	0	0	0	0	0	0	0	0
PRSS1	0	0	0	0	0	0	2	0	1	0	1
LOC124901763	0	0	0	0	0	0	0	0	0	0	0
PRSS2	13	1	12	3	20	2	6	7	8	5	23
LOC124901762	0	0	0	0	0	0	0	0	0	0	0
LOC105375541	0	0	0	0	0	0	0	0	0	0	0
EPHB6	14	0	9	5	6	6	13	2	11	2	3
TRPV6	25	3	16	6	22	3	18	5	16	2	15
TRPV5	0	0	0	0	0	0	0	0	0	0	0
LOC105375542	0	0	0	0	0	0	0	0	0	0	0
LLCFC1	0	0	0	0	0	0	0	0	0	0	0
KEL	0	0	0	0	0	0	0	0	0	0	0
OR9A2	0	0	0	0	0	0	0	0	0	0	0
LOC105375544	0	0	0	0	0	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0	0	0	0	0	0
PIP	0	0	0	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0	0	0	0
LOC124901764	0	0	0	0	0	0	0	0	0	0	0
TAS2R40	0	0	1	0	0	0	0	0	1	0	0
LOC105375546	2	0	3	1	6	1	4	1	9	0	1
TMEM139-AS1	2	0	1	0	0	1	0	1	0	0	1
GSTK1	4063	807	2650	649	2872	720	2989	798	2831	698	2998
TMEM139	646	131	425	115	545	113	546	128	516	116	532
CASP2	565	126	465	133	514	146	528	149	463	97	415
CLCN1	16	3	4	1	12	2	14	4	21	4	8
FAM131B	78	9	48	10	50	16	116	19	72	12	75
FAM131B-AS1	0	0	0	0	0	0	0	0	1	2	3
FAM131B-AS2	99	20	67	23	70	21	81	20	84	27	98
ZYX	0	0	0	0	0	0	0	0	0	0	0
MIR6892	0	0	0	0	0	0	0	0	0	0	0
EPHA1	0	0	0	0	0	0	0	0	0	0	0
EPHA1-AS1	0	0	0	0	0	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0	0	0	0	0	0
LOC105375547	0	0	0	0	0	0	0	0	0	0	0
OR10AC1	0	0	0	0	0	0	0	0	0	0	0
CTAGE15	0	0	0	0	0	0	0	0	0	0	0
LOC101928466	0	0	0	0	0	0	0	0	0	0	0
TCAF2	2	0	0	0	0	2	2	2	0	0	2
CTAGE6	0	0	0	0	0	0	0	0	0	0	0
TCAF2P1	0	0	0	0	0	0	0	0	0	0	0
LOC154761	0	0	0	0	0	0	0	0	0	0	0
LOC112267988	0	0	1	0	0	0	0	0	0	0	0
TCAF1	69	22	63	18	76	7	70	33	83	17	70
LOC105375549	0	0	0	0	0	0	0	0	0	0	0
OR2F2	0	0	0	0	0	0	0	0	0	0	0
OR2F1	0	0	0	0	0	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0	2	0	0	0	0
OR2A25	0	0	0	0	0	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0	0	0	0	0	0
OR2A2	0	0	0	0	1	0	1	0	0	0	0
OR2A14	0	0	0	0	0	0	0	0	1	0	0
CTAGE4	1	2	0	2	1	0	4	0	0	0	2
ARHGEF35	130	29	74	37	131	28	117	36	106	19	151
ARHGEF35-AS1	0	0	0	0	0	0	0	0	0	0	0
OR2A42	0	0	0	0	0	0	0	0	0	0	0
OR2A1-AS1	3	0	0	1	0	0	0	0	1	0	0
OR2A20P	0	0	0	0	0	0	0	0	0	0	0
OR2A7	0	0	0	0	0	0	0	0	0	0	0
ARHGEF34P	3	0	0	1	0	0	1	0	0	0	0
CTAGE8	0	0	0	0	0	0	0	0	0	0	0
OR2A9P	0	0	0	0	0	0	0	0	0	0	0
OR2A1	0	0	0	0	1	0	0	1	0	0	0
ARHGEF5	46	14	33	9	52	5	47	19	50	8	54
LOC124901817	0	0	0	0	0	0	0	0	0	0	0
NOBOX	0	0	0	0	0	0	0	0	0	0	0
TPK1	116	20	67	25	68	24	73	30	67	11	62
LOC105375552	0	0	0	0	0	0	0	0	0	0	0
LOC105375553	0	0	0	0	0	0	0	0	0	0	0
LOC124901765	0	0	0	0	0	0	0	0	0	0	0
CNTNAP2	61	9	49	14	53	14	66	12	46	27	51
CNTNAP2-AS1	0	0	0	0	0	0	0	0	0	0	0
MIR548F4	0	0	0	0	0	0	0	0	0	0	0
LOC107986721	0	0	0	0	0	0	0	0	0	0	0
LOC105375556	0	0	0	0	0	0	0	0	0	0	0
LOC105375554	1	0	0	1	0	0	0	0	0	0	0
LOC124901859	0	0	0	0	0	0	0	0	0	0	0
LOC124901766	10	1	6	1	1	0	6	0	9	0	4
C7orf33	2	2	8	1	2	1	5	3	0	2	1
LOC124901818	0	0	0	0	0	0	0	0	0	0	0
LOC105375557	0	0	0	0	0	0	0	0	0	0	0
CUL1	1689	419	1358	318	1349	326	1303	345	1260	311	1324
EZH2	793	208	552	159	557	122	626	172	562	96	529
LOC124901767	2	4	4	0	3	0	5	0	4	3	0
RNY5	0	0	0	0	0	0	0	0	0	0	0
RNY4	0	0	0	0	0	0	0	0	0	0	0
LOC124901768	0	0	0	0	0	0	0	1	0	0	0
RNY3	0	0	0	0	0	0	0	0	0	0	0
RNY1	0	0	0	0	0	0	0	0	0	0	0
GHET1	13	4	11	5	8	5	22	2	5	2	18
PDIA4	7167	1491	4625	1349	5551	1259	5143	1542	4671	1123	5037
ZNF786	206	34	98	40	137	32	135	37	100	23	124
ZNF425	100	34	60	17	85	19	82	25	62	5	74
ZNF398	266	49	207	50	226	37	260	54	176	48	215
LOC107986856	24	3	15	1	12	4	8	7	20	2	12
ZNF282	991	206	601	165	731	174	709	203	640	149	708
ZNF212	275	52	169	58	246	56	189	73	199	53	248
LOC124901769	0	0	4	0	0	0	4	0	0	0	0
ZNF783	730	126	507	133	513	133	564	151	534	115	552
LOC155060	125	38	91	20	93	32	85	29	93	23	94
TRC-GCA1-1	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA9-2	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA13-1	0	0	0	0	0	0	0	0	0	0	0
LOC124901770	0	0	0	0	0	1	0	0	1	0	0
TRC-GCA18-1	2	0	0	0	0	0	0	0	0	0	0
TRC-GCA10-1	0	0	0	0	0	0	0	0	0	0	0
LOC105375559	0	0	0	0	0	0	0	0	0	0	0
LOC101928733	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA11-1	0	0	0	0	0	0	0	0	0	0	0
ZNF777	493	92	256	86	321	65	339	97	298	84	330
ZNF746	439	80	284	83	325	101	391	91	300	51	284
TRC-GCA16-1	2	1	3	0	2	1	4	0	0	0	5
ZNF767P	241	57	154	62	203	36	174	72	161	60	195
TRC-GCA22-1	2	0	8	2	1	0	0	1	1	0	4
TRC-GCA15-1	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA3-1	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA23-1	1	0	0	0	0	0	0	0	0	0	0
TRC-GCA20-1	0	0	0	0	0	0	0	0	1	0	0
TRS-AGA5-1	0	0	0	0	2	0	0	0	1	0	2
TRC-GCA19-1	2	0	0	0	4	0	0	0	1	1	1
TRC-GCA9-3	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA12-1	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA21-1	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA17-1	0	0	0	0	0	0	0	0	0	0	0
TRC-GCA9-4	0	0	0	0	0	0	0	0	0	0	0
KRBA1	5	0	0	0	1	0	1	1	0	0	0
LOC124901771	0	0	0	0	0	0	0	0	0	0	0
ZNF467	64	10	49	17	93	24	78	22	78	27	68
SSPOP	89	21	92	30	98	24	86	36	112	17	82
ZNF862	181	50	141	50	205	44	171	68	174	49	183
ATP6V0E2-AS1	22	3	5	5	5	2	8	1	6	1	3
ATP6V0E2	474	87	292	88	259	66	336	90	296	55	290
ACTR3C	162	38	107	37	141	38	132	34	139	38	136
LOC124901772	0	0	0	0	0	0	0	0	0	0	0
LOC100134040	0	0	0	0	0	0	1	0	0	0	0
LRRC61	391	88	223	79	255	61	283	57	244	64	285
ZBED10P	360	58	184	66	220	47	253	60	206	49	250
RARRES2	9	2	3	0	6	0	8	1	5	1	4
LOC107986858	2	0	4	5	3	3	2	2	2	1	2
REPIN1-AS1	27	8	9	1	17	0	7	2	15	3	9
REPIN1	2531	522	1596	461	1819	444	1791	553	1746	451	1767
ZNF775	114	22	71	29	140	14	115	29	82	32	130
ZNF775-AS1	0	0	3	0	2	0	0	0	0	0	0
LOC728743	143	38	90	29	126	44	124	47	140	27	128
LOC124901773	0	0	1	0	1	0	1	0	0	0	0
LINC00996	0	0	0	0	0	2	1	0	1	0	0
GIMAP8	0	0	0	0	2	0	1	0	1	0	0
GIMAP7	0	0	0	0	0	0	0	0	0	0	0
LOC107986860	0	0	0	0	0	0	0	0	0	0	0
GIMAP4	0	0	0	0	0	0	0	0	0	0	0
GIMAP6	0	0	0	0	0	0	0	0	0	0	0
LOC124901774	0	0	0	0	1	0	0	0	0	0	0
GIMAP2	38	4	20	12	21	5	26	7	19	5	18
GIMAP1-GIMAP5	0	0	0	0	0	0	0	0	0	0	0
GIMAP1	0	0	0	0	0	0	0	0	0	1	0
GIMAP5	0	0	0	0	0	0	0	0	0	0	0
LOC105375566	0	0	0	0	1	0	2	0	0	0	0
TMEM176B	493	89	293	87	368	100	437	133	437	106	450
TMEM176A	549	125	355	132	423	106	467	133	493	101	454
LOC105375567	8	1	5	1	4	0	2	2	1	2	4
LOC124901775	0	0	0	0	0	0	0	0	0	0	0
AOC1	1283	247	801	363	1147	262	1075	299	966	277	1232
KCNH2	44	10	40	26	90	10	31	8	32	17	56
LOC124901776	0	0	0	0	0	0	0	0	1	1	0
NOS3	6	5	3	7	29	5	17	3	14	3	13
ATG9B	23	7	8	8	44	4	27	3	23	5	33
LOC124901777	0	0	0	0	0	0	1	1	0	0	0
ABCB8	324	87	241	65	275	73	247	94	295	60	265
ASIC3	10	0	8	8	17	1	12	3	11	3	11
CDK5	264	35	149	36	192	44	235	37	157	33	193
SLC4A2	2419	359	1295	398	1607	436	1769	525	1797	437	1877
LOC128092247	0	0	0	0	0	0	0	0	0	0	0
FASTK	1881	323	966	282	1142	271	1113	317	1068	305	1227
TMUB1	850	140	383	117	545	146	487	141	534	120	603
AGAP3	871	164	489	155	641	149	646	205	610	137	681
LOC124901778	12	1	7	1	4	3	10	2	1	0	6
GBX1	0	0	0	0	0	0	0	0	0	0	0
ASB10	0	0	0	0	0	0	0	0	0	0	0
IQCA1L	0	0	0	0	0	0	0	0	2	0	0
ABCF2-H2BK1	0	0	0	0	0	0	0	0	0	0	0
H2BK1	0	0	3	0	0	0	0	0	0	0	0
ABCF2	130	20	81	24	100	17	115	18	96	19	110
CHPF2	1064	185	559	196	871	197	870	220	758	189	860
MIR671	0	0	0	0	0	0	0	0	0	0	0
SMARCD3	81	17	63	28	67	17	76	18	56	16	61
LOC124901779	15	4	8	5	10	0	5	3	2	0	10
NUB1	636	163	444	127	498	115	619	163	505	119	562
WDR86	105	22	66	31	135	12	82	36	95	12	99
WDR86-AS1	1	0	0	1	0	0	2	1	1	0	0
CRYGN	0	0	1	0	0	0	0	0	0	0	1
LOC124901780	0	0	0	0	0	0	1	0	1	0	0
MIR3907	0	0	0	0	0	0	0	0	0	0	0
RHEB	1516	332	1085	295	1062	267	1117	309	988	253	1123
PRKAG2	435	110	359	85	299	90	394	122	357	64	400
PRKAG2-AS2	2	1	1	0	2	1	0	0	2	0	0
PRKAG2-AS1	45	8	10	3	18	8	36	9	16	4	18
LOC105375570	0	0	0	0	0	0	0	0	0	0	0
LOC105375571	0	0	0	0	0	0	0	0	0	0	0
GALNTL5	1	0	0	0	0	0	0	0	0	0	1
GALNT11	1129	242	758	169	759	169	876	183	761	164	756
LOC124901844	0	0	0	0	0	0	0	0	0	0	1
LOC731075	8	5	7	3	5	2	8	7	13	7	16
KMT2C	1195	294	1063	282	1231	236	1142	281	1037	231	1077
FABP5P3	0	0	0	0	0	0	0	0	0	0	0
LINC01003	116	15	72	12	59	16	64	17	63	13	111
LOC124901846	0	0	0	0	0	0	0	0	0	0	0
LOC124900247	0	0	0	0	0	0	0	0	0	0	0
XRCC2	195	53	188	48	188	31	169	39	145	34	121
ACTR3B	319	79	246	56	215	72	230	63	218	69	230
LOC102723686	2	0	0	0	0	0	0	0	1	0	0
LOC105375577	0	0	0	0	0	0	0	0	3	0	0
LINC01287	0	0	0	0	0	0	0	0	0	0	0
LOC105375578	0	0	0	0	0	0	0	0	0	0	0
LOC105375579	0	0	0	0	0	0	0	0	0	0	0
LOC107986750	0	0	0	0	0	0	0	0	0	0	0
DPP6	0	0	0	0	0	0	0	0	0	0	0
LOC107986722	0	0	0	0	0	0	0	0	0	0	0
LOC101929998	0	0	0	0	0	0	0	0	0	0	0
LOC105375582	0	0	0	0	0	0	0	0	0	0	0
LOC105375581	0	0	0	0	0	0	0	0	0	0	0
LOC105375580	0	0	0	0	0	0	0	0	0	0	0
PAXIP1-AS2	103	12	85	14	90	31	73	24	73	10	64
PAXIP1	404	105	335	77	338	62	275	99	323	54	322
LOC124901781	6	5	8	3	9	3	5	2	1	1	2
PAXIP1-DT	268	69	166	53	247	57	223	60	209	53	287
HTR5A-AS1	0	0	0	0	0	0	0	0	0	0	0
HTR5A	0	0	0	0	0	1	0	0	0	0	0
LOC105375584	0	0	0	0	0	0	0	0	0	0	0
LOC124901782	0	0	0	0	0	0	0	1	0	0	1
LOC124901783	4	5	2	0	4	2	3	0	1	0	4
LOC124901786	0	0	0	0	0	0	2	0	2	0	0
LOC124901784	0	0	0	0	1	0	0	0	0	0	0
LOC124901785	5	3	5	3	4	4	9	1	5	4	11
LOC124901787	0	0	1	0	0	0	4	0	8	4	3
LOC105375587	16	3	12	2	17	9	4	2	13	3	17
LOC105375588	0	0	0	0	0	0	0	0	0	0	0
LOC105375589	0	0	0	0	0	0	0	0	0	0	0
INSIG1-DT	66	18	68	20	87	10	76	18	64	15	80
INSIG1	5911	1441	4846	1352	5794	1216	5099	1492	5190	1323	5773
LOC105375592	12	7	16	1	21	4	23	8	19	2	18
BLACE	16	6	4	2	14	1	10	1	24	1	12
LOC105375593	4	0	2	1	2	0	1	2	1	1	1
LINC03010	0	0	0	0	0	0	0	0	1	0	1
LOC105375594	0	0	0	0	0	0	2	0	3	0	0
EN2-DT	2	0	0	0	0	0	0	0	0	0	1
EN2	117	13	51	15	61	7	67	16	70	21	73
CNPY1	8	0	3	0	6	1	7	1	0	0	0
RBM33-DT	139	31	116	28	106	17	114	25	91	22	90
RBM33	1355	304	1049	369	1433	324	1245	367	1287	243	1241
SHH	171	50	87	40	187	49	136	52	145	37	165
LOC124901788	0	0	0	0	0	0	0	0	3	0	0
LOC389602	5	0	2	2	3	1	6	0	3	1	3
LOC105375597	0	0	0	0	0	0	0	0	0	0	0
LOC124901789	0	0	0	0	0	0	0	0	0	0	0
LOC105375603	0	0	0	0	0	0	1	0	0	0	0
LOC105375602	0	0	0	0	0	0	0	0	0	0	0
LOC105375601	0	0	0	0	0	0	0	0	0	0	0
LOC124901790	0	0	0	0	0	0	0	0	0	0	0
LOC124901791	0	0	0	0	0	0	0	0	0	0	0
LOC105375599	3	4	3	0	1	0	3	0	5	0	0
LOC285889	23	3	5	1	10	5	8	0	16	0	3
LOC124901792	10	5	25	8	14	7	14	3	13	0	10
RNF32-DT	516	113	317	109	345	80	353	92	337	86	378
LOC112268012	2	0	5	1	1	2	6	0	1	0	0
LINC00244	8	2	2	0	2	0	1	0	4	0	1
RNF32	259	72	206	73	273	42	235	68	206	56	223
LMBR1	1385	288	1047	278	1089	251	1131	294	1026	223	1002
LOC102723795	2	2	2	0	4	0	2	1	3	1	0
LOC105375604	0	0	0	0	0	0	0	0	0	0	0
LOC105375605	0	0	0	0	0	0	0	0	0	0	0
NOM1	730	136	526	141	580	140	572	142	523	108	509
MNX1	281	37	114	28	170	34	138	54	169	48	168
MNX1-AS2	12	3	8	10	11	1	22	0	13	1	9
MNX1-AS1	170	29	116	28	99	33	112	33	125	18	101
LOC105375607	0	0	0	0	0	0	2	0	0	0	0
UBE3C	2073	495	1551	444	1627	390	1712	506	1532	348	1606
LOC124901803	1	0	0	0	2	2	0	0	0	0	0
DNAJB6	1438	313	1048	302	1291	294	1286	334	1225	325	1389
LOC101927914	0	0	0	0	0	0	1	0	0	0	1
LOC105375610	0	0	1	0	0	0	0	0	0	0	0
PTPRN2	259	55	199	48	251	62	245	77	205	51	273
MIR153-2	0	0	0	0	0	0	0	0	0	0	0
LOC105375615	4	1	2	0	5	1	1	2	2	0	2
LOC105375614	2	1	2	0	4	0	10	0	4	0	1
PTPRN2-AS1	3	0	1	0	4	0	1	1	1	0	1
LOC105375613	0	0	0	3	0	0	0	0	0	0	0
MIR595	0	0	0	1	1	0	0	0	0	0	0
LOC124901793	1	0	2	1	0	1	2	1	0	0	0
LINC01022	0	0	0	0	3	0	2	0	1	0	0
MIR5707	0	0	0	0	0	0	0	0	0	0	0
NCAPG2	825	202	676	160	610	147	690	183	603	145	535
ESYT2	2757	653	2013	638	2807	682	2584	694	2350	589	2732
DYNC2I1	783	195	531	186	650	177	675	194	663	141	615
LOC124901796	1	0	0	0	0	1	0	0	0	0	0
LOC124901794	1	0	0	0	3	0	1	3	0	0	0
LOC124901795	2	1	1	0	0	0	7	0	3	0	0
LINC00689	2	0	2	0	0	0	3	0	0	0	0
VIPR2	2	0	1	0	0	0	2	0	0	0	0
LOC101927506	0	0	0	0	0	0	0	0	0	1	0
OR4F21	0	0	0	0	0	0	0	0	0	0	0
LOC124902051	1	1	3	1	3	0	2	0	0	0	0
RPL23AP53	84	16	76	22	60	12	89	22	51	22	86
ZNF596	81	26	51	10	58	10	61	19	44	17	50
LOC101927566	0	0	0	0	0	0	0	0	0	0	0
LOC124902052	4	2	6	1	3	0	2	1	2	0	2
LOC105377773	0	0	0	0	0	0	0	0	0	0	0
FAM87A	0	0	0	1	0	0	1	0	0	0	1
FBXO25	220	50	188	49	226	46	211	40	164	45	154
TDRP	0	0	0	0	0	0	0	0	0	0	0
ERICH1	292	55	213	56	260	66	243	73	267	49	249
LOC124902055	0	0	0	0	4	0	0	0	0	0	0
LOC124902053	1	0	4	0	2	0	4	0	3	0	2
LOC124902054	1	0	1	0	4	0	1	0	0	0	4
LOC124902044	0	0	0	0	0	0	0	0	0	0	0
DLGAP2	0	0	0	0	0	0	0	0	0	0	0
LOC401442	0	0	0	0	0	0	0	0	0	0	0
LOC105377777	0	0	0	0	0	0	0	0	0	0	0
LOC124900249	0	0	0	0	0	0	0	0	0	0	0
LOC286083	0	0	0	0	0	0	0	0	0	0	0
LOC124901869	0	0	0	0	0	0	0	0	0	0	0
LOC105379585	0	0	0	0	0	0	0	0	0	0	0
LOC105377775	0	0	0	0	0	0	0	0	0	0	0
LOC105379586	0	0	0	0	0	0	0	0	0	0	0
DLGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC124901870	0	0	0	0	0	0	0	0	0	0	0
LOC105377778	0	0	0	0	0	0	0	0	0	0	0
CLN8	0	0	0	0	0	0	0	0	0	0	0
CLN8-AS1	0	0	0	0	0	0	0	0	0	0	0
MIR3674	0	0	0	0	0	0	0	0	0	0	0
LOC105377779	0	0	0	0	0	0	0	0	0	0	1
MIR596	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10	0	0	0	0	0	0	0	0	0	0	0
LOC100131395	0	0	0	0	0	0	0	0	0	0	0
KBTBD11-AS1	0	0	0	0	0	0	0	0	0	0	0
KBTBD11-OT1	0	0	0	0	0	0	0	0	0	0	0
KBTBD11	1	0	0	0	0	0	0	0	1	0	0
MYOM2	2	0	2	0	3	2	2	0	1	0	0
MIR7160	0	0	0	0	0	0	0	0	0	0	0
LOC105377781	0	0	0	0	0	0	0	0	0	0	0
LOC105377782	0	0	0	0	0	0	0	0	0	0	0
LOC105377783	0	0	0	0	0	0	0	0	0	0	0
LOC105377784	0	0	0	0	0	0	0	0	0	0	0
LINC03021	0	0	0	0	0	0	0	0	0	0	0
LOC107986865	0	0	0	0	0	0	0	0	0	0	0
LOC105377785	0	0	0	0	0	0	0	0	0	0	0
LOC124901871	0	0	0	0	0	0	0	0	0	0	0
CSMD1	0	0	0	0	0	0	0	0	0	0	1
LOC105377791	0	0	0	0	0	0	0	0	0	0	0
LOC105377790	0	0	0	0	0	0	0	0	0	0	0
LOC105377789	0	0	0	0	0	0	0	0	0	0	0
LOC107986907	0	0	0	0	0	0	0	0	0	0	0
LOC124900260	0	0	0	0	0	0	0	0	0	0	0
LOC105377793	0	0	0	0	0	0	0	0	0	0	0
LOC105377794	0	0	0	0	0	0	0	0	0	0	0
LOC124902045	0	0	0	0	0	0	0	0	0	0	0
LOC107986908	1	0	0	0	0	0	0	0	1	0	0
LOC105377795	0	0	0	0	0	0	0	0	0	0	0
LOC105377796	2	1	0	0	0	0	3	0	0	0	0
LOC105377797	0	0	0	0	0	0	0	0	0	0	0
MCPH1-DT	0	0	0	0	0	0	0	0	0	0	0
MCPH1	1	0	2	1	2	0	0	0	2	2	1
ANGPT2	6	1	8	4	26	7	13	0	7	4	17
MCPH1-AS1	0	0	0	0	0	0	0	0	0	0	0
MIR8055	0	0	0	0	0	0	0	0	0	0	0
AGPAT5	0	0	0	0	0	0	0	0	0	0	0
MIR4659A	0	0	0	0	0	0	0	0	0	0	0
MIR4659B	0	0	0	0	0	0	0	0	0	0	0
LOC124901872	0	0	0	0	0	0	0	0	0	0	0
LOC107986909	0	0	0	0	0	0	0	0	0	0	0
XKR5	0	0	1	0	0	0	0	0	0	0	0
GS1-24F4.2	0	0	0	0	1	0	0	0	0	1	2
DEFB1	72	5	28	11	45	11	44	8	38	1	43
DEFA6	0	0	0	0	0	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0	0	0	0	0	0
DEFA8P	0	0	0	0	0	0	0	0	0	0	0
DEFA9P	0	0	0	0	0	0	0	0	0	0	0
DEFA10P	0	0	0	0	0	0	0	0	0	0	0
LOC124901873	0	0	0	0	0	0	0	0	0	0	0
DEFA1	0	0	0	0	0	0	0	0	0	0	0
DEFT1P	0	0	0	0	0	0	0	0	0	0	0
LOC124901874	0	0	0	0	0	0	0	0	0	0	0
DEFA1B	0	0	0	0	0	0	0	0	0	0	0
DEFT1P2	0	0	0	0	0	0	0	0	0	0	0
LOC124901875	0	0	0	0	0	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0	0	0	0	0	0
DEFA11P	0	0	0	0	0	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0	0	0	0	0	0
LOC105377799	0	0	0	0	0	0	0	0	0	0	0
LOC105377803	3	2	2	0	2	0	2	3	1	0	0
LOC101928095	0	0	0	0	0	0	0	0	1	0	0
LOC124901876	0	0	0	0	0	0	0	0	0	0	0
LOC124901878	0	0	0	0	0	0	0	0	0	0	0
FAM90A15	0	0	0	0	0	0	0	0	0	0	0
LINC00965	0	0	0	0	0	0	0	0	0	0	0
FAM90A3	0	0	0	0	0	0	0	0	0	0	0
LOC124901877	0	0	0	0	0	0	0	0	0	0	0
FAM90A13	0	0	0	0	0	0	0	0	0	0	0
FAM90A5	0	0	0	0	0	0	0	0	0	0	0
FAM90A20	0	0	0	0	0	0	0	0	0	0	0
FAM66B	0	0	0	0	0	0	0	0	0	0	0
DEFB109B	0	0	0	0	0	0	0	0	0	0	0
USP17L1	0	0	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0	0	0
ZNF705G	0	0	0	0	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0	0	0	0
DEFB104B	0	0	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0	0	0	0
LOC105377801	0	0	0	0	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0	0	0	0	0	0
FAM90A7	0	0	0	0	0	0	0	0	0	0	0
LOC105377800	0	0	0	0	0	0	0	0	0	0	0
LOC128966594	0	0	0	0	0	0	0	0	0	0	0
FAM90A22	0	0	0	0	0	0	0	0	0	0	0
FAM90A23	0	0	0	0	0	0	0	0	0	0	0
LOC107986910	0	0	0	0	0	0	0	0	0	0	0
LOC101929400	0	0	0	0	0	0	0	0	0	0	0
FAM90A14	0	0	0	0	0	0	0	0	0	0	0
FAM90A18	0	0	0	0	0	0	0	0	0	0	0
FAM90A16	0	0	0	0	0	0	0	0	0	0	0
FAM90A8	0	0	0	0	0	0	0	0	0	0	0
FAM90A17	0	0	0	0	0	0	0	0	0	0	0
FAM90A19	0	0	0	0	0	0	0	0	0	0	0
FAM90A9	0	0	0	0	0	0	0	0	0	0	0
FAM90A10	0	0	0	0	1	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0	0	0	0
SPAG11A	0	0	0	0	0	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0	0	0	0
ZNF705B	0	0	0	0	0	0	0	0	0	0	0
FAM66E	0	0	0	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0	0	0	0	0	0
FAM90A11	0	0	0	0	0	0	0	0	0	0	0
FAM90A24	0	0	0	0	0	0	0	0	0	0	0
FAM90A12	0	0	0	0	0	0	0	0	0	0	0
LOC124900617	0	0	0	0	0	0	1	0	0	0	1
MIR548I3	0	0	0	0	0	0	0	0	0	0	0
FAM85B	0	0	0	1	0	0	1	0	0	0	1
FAM86B3P	0	0	0	0	0	0	0	0	0	0	0
PRAG1	30	5	8	2	17	1	21	11	27	9	26
LOC124901879	0	0	0	0	1	0	0	0	0	0	0
LOC105379222	0	0	0	0	0	0	0	0	0	0	0
LINC02949	0	0	0	0	0	0	0	0	0	0	0
LINC02950	0	0	0	0	0	0	0	0	0	0	0
LOC107986913	0	0	0	0	1	0	1	0	0	0	0
LOC105379224	0	0	0	0	0	0	0	0	0	0	0
LOC124901881	0	0	0	0	0	0	0	0	0	0	0
